t_us,tgt_l,tgt_r,erpm_l,erpm_r,i_l,i_r,duty_l,duty_r,vin
537641445,0,0,0,0,0.300,0.200,-0.0090,-0.0050,41.70
537651388,0,0,0,0,0.300,0.300,-0.0030,-0.0050,41.70
537661387,0,0,0,0,0.300,0.300,-0.0030,-0.0050,41.70
537671680,0,0,0,0,0.300,0.300,-0.0070,-0.0040,41.70
537681390,0,0,0,0,0.300,0.300,-0.0070,-0.0040,41.70
537691455,0,0,0,0,0.300,0.000,-0.0060,0.0020,41.70
537701386,0,0,0,0,0.300,0.000,-0.0060,0.0020,41.70
537711387,0,0,0,0,0.000,0.000,0.0010,-0.0010,41.80
537721383,0,0,0,0,0.000,0.000,0.0010,-0.0010,41.80
537731423,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537741388,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537751450,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537761385,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537772282,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537781387,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537791463,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537801427,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537811415,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537821382,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537831991,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537841403,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537851454,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537861385,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537871532,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537881393,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537891530,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537901396,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537911427,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537922974,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537931382,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537941407,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537951454,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537961411,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537971387,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537981458,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
537991454,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538001391,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538011912,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538021472,0,0,0,0,0.000,0.000,0.0000,-0.0010,41.80
538031382,0,0,0,0,0.000,0.000,0.0000,-0.0010,41.80
538041404,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538052587,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538061559,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538071380,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538082255,0,0,0,0,0.000,0.000,0.0000,-0.0010,41.80
538091390,0,0,0,0,0.000,0.000,0.0000,-0.0010,41.80
538101483,0,0,0,0,0.000,0.000,0.0000,0.0000,41.80
538111907,0,1500,0,0,0.000,0.000,0.0000,0.0000,41.80
538121471,0,1500,0,0,0.000,0.000,0.0000,0.0000,41.80
538131415,0,1500,0,0,0.000,0.000,0.0000,0.0000,41.80
538141610,0,1500,0,0,0.000,1.500,0.0000,0.0600,41.80
538151386,0,1500,0,0,-0.100,1.500,0.0120,0.0600,41.70
538161612,0,1500,0,0,-0.100,1.500,0.0120,0.0600,41.70
538171455,0,1500,74,143,-0.600,3.500,-0.0210,0.1330,41.70
538181590,0,1500,74,143,-0.600,3.500,-0.0210,0.1330,41.70
538191452,0,1500,109,-16,0.500,5.100,-0.0340,0.1540,41.60
538201387,0,1500,109,-16,0.500,5.100,-0.0340,0.1540,41.60
538211450,0,1500,9,123,0.300,8.000,-0.0050,0.2350,41.40
538221393,0,1500,9,123,0.300,8.000,-0.0050,0.2350,41.40
538231821,0,1500,0,583,0.000,6.500,0.0010,0.2530,41.40
538241433,0,1500,0,583,0.000,6.500,0.0010,0.2530,41.40
538251395,0,1500,0,982,0.000,5.200,0.0030,0.2330,41.50
538261434,0,1500,0,982,0.000,5.200,0.0030,0.2330,41.50
538271449,0,1500,0,1219,0.000,4.200,0.0040,0.1870,41.50
538281395,0,1500,0,1219,0.000,4.200,0.0040,0.1870,41.50
538291394,0,1500,0,1246,-0.100,4.000,0.0020,0.1530,41.60
538301391,0,1500,0,1246,-0.100,4.000,0.0020,0.1530,41.60
538312115,0,1500,0,1241,0.000,4.300,0.0000,0.1650,41.60
538321431,0,1500,0,1241,0.000,4.300,0.0000,0.1650,41.60
538331578,0,1500,0,1296,0.000,4.300,0.0010,0.1790,41.50
538341396,0,1500,0,1296,0.000,4.300,0.0010,0.1790,41.50
538351478,0,1500,0,1320,-0.100,3.900,0.0040,0.1920,41.50
538361406,0,1500,0,1320,-0.100,3.900,0.0040,0.1920,41.60
538371847,0,1500,0,1398,-0.100,3.700,0.0020,0.1740,41.60
538381363,0,1500,0,1398,-0.100,3.700,0.0020,0.1740,41.60
538391429,0,1500,0,1417,-0.100,3.600,0.0020,0.1840,41.60
538401436,0,1500,0,1417,0.000,3.600,0.0010,0.1840,41.60
538411419,0,1500,0,1478,0.000,3.400,0.0010,0.1850,41.60
538421421,0,1500,0,1478,0.000,3.400,0.0020,0.1850,41.60
538431554,0,1500,0,1540,0.000,3.200,0.0020,0.1710,41.60
538441394,0,1500,0,1540,-0.100,3.200,0.0060,0.1710,41.60
538451394,0,1500,0,1540,-0.100,3.200,0.0060,0.1710,41.60
538462813,0,1500,0,1588,-0.100,2.700,0.0060,0.1730,41.60
538471385,0,1500,0,1588,-0.100,2.700,0.0060,0.1730,41.60
538481386,0,1500,122,1641,0.700,2.500,-0.0100,0.1710,41.60
538491438,0,1500,122,1641,0.700,2.500,-0.0100,0.1710,41.60
538501414,0,1500,28,1699,-0.400,2.100,0.0040,0.1700,41.60
538511440,0,1500,28,1699,-0.400,2.100,0.0040,0.1700,41.60
538521396,0,1500,1,1742,-0.200,1.800,0.0060,0.1660,41.60
538531379,0,1500,1,1742,-0.200,1.800,0.0060,0.1660,41.60
538541432,0,1500,0,1782,-0.100,1.400,0.0080,0.1540,41.60
538551387,0,1500,0,1782,-0.100,1.400,0.0080,0.1540,41.60
538561472,0,1500,135,1794,0.800,1.200,-0.0190,0.1480,41.70
538571441,0,1500,135,1794,0.800,1.200,-0.0190,0.1480,41.70
538581519,0,1500,61,1788,0.700,1.000,-0.0110,0.1420,41.70
538591440,0,1500,61,1788,0.700,1.000,-0.0110,0.1420,41.70
538601391,0,1500,2,1794,-0.300,0.900,0.0070,0.1440,41.70
538611433,0,1500,2,1794,-0.300,0.900,0.0070,0.1440,41.70
538621527,0,1500,0,1820,-0.200,0.600,0.0050,0.1460,41.70
538631382,0,1500,0,1820,-0.200,0.600,0.0050,0.1460,41.70
538641637,0,1500,0,1823,-0.200,0.300,0.0040,0.1370,41.70
538651387,0,1500,0,1823,-0.200,0.300,0.0040,0.1370,41.70
538661432,0,1500,0,1800,-0.200,0.300,0.0040,0.1250,41.70
538671378,0,1500,0,1800,-0.300,0.300,0.0000,0.1250,41.70
538681373,0,1500,0,1817,-0.300,0.200,0.0000,0.1370,41.70
538691367,0,1500,102,1817,-0.600,0.200,0.0030,0.1370,41.70
538701590,0,1500,102,1828,-0.600,0.000,0.0030,0.1150,41.70
538711440,0,1500,101,1828,-0.800,0.000,0.0040,0.1150,41.70
538721443,0,1500,101,1828,-0.800,0.000,0.0040,0.1150,41.70
538731388,0,1500,5,1823,-0.400,-0.200,0.0190,0.1210,41.70
538742217,0,1500,5,1823,-0.400,-0.200,0.0190,0.1210,41.70
538751406,0,1500,133,1837,1.100,-0.300,-0.0160,0.1080,41.70
538761301,0,1500,133,1837,1.100,-0.300,-0.0160,0.1080,41.70
538771463,0,1500,40,1786,-0.800,-0.400,0.0050,0.1190,41.70
538781776,0,1500,40,1786,-0.800,-0.400,0.0050,0.1190,41.70
538791482,0,1500,83,1800,0.700,-0.600,-0.0100,0.1110,41.70
538801384,0,1500,83,1800,0.700,-0.600,-0.0100,0.1110,41.70
538811388,0,1500,116,1716,1.100,-0.600,-0.0090,0.1160,41.70
538821386,0,1500,116,1716,1.100,-0.600,-0.0090,0.1160,41.70
538831555,0,1500,9,1747,-0.500,-0.400,0.0030,0.0980,41.70
538841381,0,1500,9,1747,-0.500,-0.400,0.0030,0.0980,41.70
538851456,0,1500,34,1700,-0.600,-0.400,0.0010,0.0920,41.70
538861305,0,1500,34,1700,-0.600,-0.400,0.0010,0.0920,41.70
538871416,0,1500,116,1684,1.200,-0.400,-0.0130,0.1010,41.70
538881431,0,1500,116,1684,1.200,-0.400,-0.0130,0.1010,41.70
538891447,0,1500,16,1632,0.800,-0.300,-0.0030,0.1070,41.70
538901421,0,1500,16,1632,0.800,-0.300,-0.0030,0.1070,41.70
538911423,0,1500,0,1646,-0.600,-0.400,0.0070,0.0950,41.70
538922914,0,0,0,1646,-0.600,-0.400,0.0070,0.0950,41.70
538931427,0,0,127,1590,1.200,-0.200,-0.0210,0.0950,41.70
538941386,0,0,127,1590,1.200,-0.200,-0.0210,0.0950,41.70
538951417,0,0,127,1558,1.200,-0.200,-0.0210,0.0860,41.70
538961385,0,0,93,1558,1.200,-0.200,-0.0220,0.0860,41.70
538971546,0,0,93,1463,1.200,-2.300,-0.0220,0.0510,41.70
538981344,0,0,4,1463,0.800,-2.300,-0.0130,0.0510,41.70
538991385,0,0,4,1463,0.800,-2.300,-0.0130,0.0510,41.70
539001439,0,0,0,1388,0.700,4.000,-0.0180,-0.0190,41.70
539011390,0,0,0,1388,0.700,4.000,-0.0180,-0.0190,41.70
539021443,0,0,0,1216,0.800,5.600,-0.0100,-0.1010,41.60
539032149,0,0,0,1216,0.800,5.600,-0.0100,-0.1010,41.60
539041391,0,0,0,-50,0.800,-0.800,-0.0070,0.0340,41.70
539051445,0,0,0,-50,0.800,-0.800,-0.0070,0.0340,41.70
539062080,0,0,0,234,0.800,-2.300,-0.0150,0.0120,41.70
539071432,0,0,0,234,0.800,-2.300,-0.0150,0.0120,41.70
539081484,0,0,0,387,0.800,3.100,-0.0130,-0.0120,41.70
539091385,0,0,0,387,0.800,3.100,-0.0130,-0.0120,41.70
539101454,0,0,0,426,0.800,3.500,-0.0110,-0.0420,41.70
539111390,0,0,0,426,0.800,3.500,-0.0110,-0.0420,41.70
539121513,0,0,0,-27,0.800,2.300,-0.0110,-0.0140,41.70
539131946,0,0,0,-27,0.800,2.300,-0.0110,-0.0140,41.70
539141451,0,0,0,109,0.700,2.300,-0.0190,-0.0150,41.70
539151425,0,0,0,109,0.700,2.300,-0.0190,-0.0150,41.70
539162013,0,0,0,262,0.700,3.000,-0.0170,-0.0330,41.70
539171404,0,0,0,262,0.700,3.000,-0.0170,-0.0330,41.70
539182124,0,0,0,99,0.700,2.000,-0.0160,-0.0320,41.70
539191412,0,0,0,99,0.700,2.000,-0.0160,-0.0320,41.70
539201484,0,0,0,96,0.800,2.300,-0.0160,-0.0310,41.70
539211551,0,0,0,96,0.800,2.300,-0.0160,-0.0310,41.70
539221541,0,0,0,169,0.800,2.700,-0.0160,-0.0450,41.70
