t_us,tgt_l,tgt_r,erpm_l,erpm_r,i_l,i_r,duty_l,duty_r,vin
492471416,0,0,186,15,-0.400,0.200,0.0070,-0.0160,41.80
492481434,0,0,186,15,-0.400,0.200,0.0070,-0.0160,41.70
492491419,0,0,184,1,-1.000,0.200,0.0140,-0.0110,41.70
492501390,0,0,184,1,-1.000,0.200,0.0140,-0.0110,41.80
492511501,0,0,184,0,-1.000,-0.100,0.0140,0.0040,41.80
492521391,0,0,147,0,-0.500,-0.100,0.0030,0.0040,41.80
492531791,0,0,147,0,-0.500,0.200,0.0030,-0.0120,41.80
492542032,0,0,124,0,-0.600,0.200,0.0110,-0.0120,41.80
492551385,0,0,124,0,-0.600,0.200,0.0110,-0.0120,41.80
492561527,0,0,69,0,-0.300,-0.200,0.0090,0.0050,41.80
